job service_time end_time
0 403.336 1571332233.751957
1 403.151 1571332636.903389
2 403.233 1571333040.136304
3 404.359 1571333444.495323
4 400.82 1571333845.315479
5 399.61 1571334244.925364
6 398.771 1571334643.696784
7 400.43 1571335044.126616
8 401.9 1571335446.026375
