job service_time end_time
0 356.703 1571313187.108818
1 342.328 1571313529.437009
2 347.261 1571313876.698284
3 347.371 1571314224.069691
4 346.191 1571314570.260348
5 345.115 1571314915.375785
6 344.238 1571315259.613724
7 344.017 1571315603.630508
8 346.544 1571315950.174822
9 344.155 1571316294.329932
